country,riesgo_encoded,riesgo_categoria,SuicideRate_BothSexes_RatePer100k_2021_norm,SuicideRate_Male_RatePer100k_2021_norm,SuicideRate_Female_RatePer100k_2021_norm,gender_ratio_2021_norm,avg_rate_3y_norm,tendencia_absoluta_norm,tendencia_porcentual_norm
Guam,2,Alto,0.2770224337185588,0.3258335276288179,0.15154639175257734,0.47788045805754936,0.2760251080133692,0.8852869986168741,0.09938522657174079
Kiribati,2,Alto,0.2805914343983685,0.3369083702494754,0.16219931271477664,0.4590810113391223,0.32969212793130626,0.7057399723374826,0.05266206689413119
Seychelles,1,Medio,0.08480625424881033,0.10188855211004898,0.028522336769759453,0.7309751268717581,0.1024156952256732,0.8558091286307054,0.06605401394026218
Grenada,0,Bajo,0.06543167912984364,0.07157845651667057,0.05154639175257733,0.27122800010847403,0.041602130376891935,0.9640387275242046,0.8455905476436496
Micronesia,2,Alto,0.32953772943575804,0.3443693168570762,0.3058419243986254,0.20024413090587295,0.359800005434635,0.7572614107883817,0.06643738655079036
Tonga,0,Bajo,0.06560163154316791,0.05584052226626254,0.1034364261168385,0.05042878789040012,0.058340805956359876,0.9106154910096818,0.1332447431080509
Saint Vincent and the Grenadines,1,Medio,0.09194425560842966,0.11669386803450688,0.02302405498281787,1.0,0.05969946468845956,0.9858229598893499,0.7895502942629947
Antigua and Barbuda,0,Bajo,0.01019714479945615,0.015388202378176735,0.0,0.6875158704918558,0.005135730007336758,0.9130359612724757,0.42764724381149194
United States Virgin Islands,1,Medio,0.10605030591434399,0.1349965026812777,0.04467353951890035,0.6525541938776265,0.11094807206325917,0.8864107883817427,0.0942898078877347
Andorra,1,Medio,0.1208361658735554,0.1287013289811145,0.1034364261168385,0.23465739367043242,0.11624684111844787,0.8958333333333333,0.10379717203701498
Dominica,0,Bajo,0.05863358259687288,0.07321053858708325,0.020274914089347083,0.6922663465408234,0.05592239341322247,0.8965248962655601,0.10483306489234752
Bermuda,0,Bajo,0.05455472467709042,0.06854744695733271,0.027835051546391758,0.4950178898880538,0.05021602673840386,0.8984266943291839,0.10867321975127271
Greenland,2,Alto,1.0,1.0,1.0,0.1630409419571806,1.0,0.8530428769017979,0.0987526358737021
Saint Kitts and Nevis,0,Bajo,0.03518014955812372,0.044066215901142465,0.01512027491408935,0.5284193659745582,0.03342300480965191,0.8965248962655601,0.10521666288310544
American Samoa,1,Medio,0.12338545207341943,0.1257868967125204,0.12474226804123713,0.17162477157924405,0.12187168826934051,0.8924619640387275,0.10068572875527364
Northern Mariana Islands,2,Alto,0.2516995241332427,0.2737234786663558,0.18041237113402064,0.3079696238036289,0.22214070269829625,0.9166666666666666,0.11496286146427662
Monaco,2,Alto,0.2488103331067301,0.2349032408486827,0.32783505154639175,0.0859489617609161,0.23942284177060405,0.8954011065006915,0.10370606374780914
Marshall Islands,2,Alto,0.3273283480625425,0.3244346001398928,0.3556701030927835,0.14022191413835167,0.3146653623542839,0.8954875518672198,0.10381752197622274
San Marino,1,Medio,0.11573759347382732,0.1283515971088832,0.10240549828178694,0.23705955495457887,0.11453493111600228,0.8924619640387275,0.10049176305522052
Palau,2,Alto,0.24150237933378652,0.18582420144555845,0.4154639175257732,0.009268400074924216,0.2321676041411918,0.8956604426002766,0.10382788512983039
Cook Islands,1,Medio,0.14259007477906185,0.1539986010725111,0.12542955326460484,0.22989562057278223,0.15692508355751203,0.8748271092669432,0.08842663468882075
Nauru,2,Alto,0.386981645139361,0.39554674749358826,0.39484536082474225,0.16500441740648042,0.37221814624602595,0.8951417704011064,0.10374004925681929
Tuvalu,2,Alto,0.2669952413324269,0.2635812543716484,0.28384879725085915,0.14561368232759486,0.25719409798646775,0.8950553250345781,0.10356895591572383
Tokelau,2,Alto,0.25577838205302517,0.2140359058055491,0.40103092783505156,0.03372416303079978,0.24643352082823836,0.8950553250345781,0.10354906682304221
Niue,2,Alto,0.2516995241332427,0.22662625320587554,0.35085910652920965,0.06587524340071074,0.24186842748838347,0.8957468879668049,0.10387857423318667
